eventdate,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
9/15/2013,2013,NYG,DEN,1548.787,1635.606,0.468641149,0.531358851,1521.46,1662.932,23,41
9/15/2013,2013,KC,DAL,1393.945,1506.335,0.432220131,0.567779869,1401.99,1498.29,17,16
9/15/2013,2013,OAK,JAX,1393.469,1309.253,0.702442558,0.297557442,1406.833,1295.889,19,9
9/15/2013,2013,HOU,TEN,1577.413,1487.703,0.709010334,0.290989666,1587.994,1477.122,30,24
9/15/2013,2013,SEA,SF,1617.294,1638.397,0.562838846,0.437161154,1645.546,1610.144,29,3
9/15/2013,2013,IND,MIA,1518.402,1508.336,0.60637851,0.39362149,1498.194,1528.544,20,24
9/16/2013,2013,CIN,PIT,1541.995,1491.445,0.660418393,0.339581607,1557.468,1475.972,20,10
9/19/2013,2013,PHI,KC,1417.267,1401.99,0.613514977,0.386485023,1386.73,1432.527,16,26
9/22/2013,2013,TEN,LAC,1477.122,1492.032,0.571589987,0.428410013,1488.736,1480.418,20,17
9/22/2013,2013,CAR,NYG,1495.151,1521.46,0.555451787,0.444548213,1527.161,1489.45,38,0
9/22/2013,2013,SEA,JAX,1645.546,1295.889,0.915827331,0.084172669,1650.316,1291.119,45,17
9/22/2013,2013,DAL,LAR,1498.29,1462.446,0.641183536,0.358816464,1520.377,1440.358,31,7
9/22/2013,2013,NO,ARI,1562.586,1426.312,0.761083013,0.238916987,1576.677,1412.221,31,7
9/22/2013,2013,NYJ,BUF,1433.757,1444.813,0.577013799,0.422986201,1450.927,1427.643,27,20
9/22/2013,2013,NE,TB,1646.118,1453.243,0.815243459,0.184756541,1656.187,1443.174,23,3
9/22/2013,2013,WSH,DET,1474.765,1444.652,0.63355873,0.36644127,1447.226,1472.191,20,27
9/22/2013,2013,MIN,CLE,1502.518,1388.754,0.736731348,0.263268652,1476.706,1414.565,27,31
9/22/2013,2013,BAL,HOU,1608.303,1587.994,0.620360367,0.379639633,1630.896,1565.4,30,9
9/22/2013,2013,CIN,GB,1557.468,1605.007,0.525107264,0.474892736,1572.634,1589.841,34,30
9/22/2013,2013,PIT,CHI,1475.972,1548.67,0.4889235,0.5110765,1447.807,1576.835,23,40
9/22/2013,2013,SF,IND,1610.144,1498.194,0.734700992,0.265299008,1561.495,1546.843,7,27
9/22/2013,2013,MIA,ATL,1528.544,1581.879,0.516780979,0.483219021,1544.017,1566.407,27,23
9/23/2013,2013,DEN,OAK,1662.932,1406.833,0.86393848,0.13606152,1669.66,1400.105,37,21
9/26/2013,2013,LAR,SF,1440.358,1561.495,0.419908128,0.580091872,1413.998,1587.855,11,35
9/29/2013,2013,PIT,MIN,1447.807,1476.706,0.458506643,0.541493357,1428.985,1495.528,27,34
9/29/2013,2013,DEN,PHI,1669.66,1386.73,0.881095574,0.118904426,1676.84,1379.551,52,20
9/29/2013,2013,CLE,CIN,1414.565,1572.634,0.369177205,0.630822795,1447.301,1539.898,17,6
9/29/2013,2013,TEN,NYJ,1488.736,1450.927,0.643781752,0.356218248,1510.911,1428.751,38,13
9/29/2013,2013,TB,ARI,1443.174,1412.221,0.634680606,0.365319394,1424.774,1430.62,10,13
9/29/2013,2013,LAC,DAL,1480.418,1520.377,0.535974626,0.464025374,1501.547,1499.249,30,21
9/29/2013,2013,BUF,BAL,1427.643,1630.896,0.31091432,0.68908568,1448.029,1610.51,23,20
9/29/2013,2013,ATL,NE,1566.407,1656.187,0.464399059,0.535600941,1547.308,1675.286,23,30
9/29/2013,2013,JAX,IND,1291.119,1546.843,0.250134404,0.749865596,1274.752,1563.211,3,37
9/29/2013,2013,HOU,SEA,1565.4,1650.316,0.471369924,0.528630076,1552.448,1663.268,20,23
9/29/2013,2013,DET,CHI,1472.191,1576.835,0.443194019,0.556805981,1497.109,1551.917,40,32
9/29/2013,2013,OAK,WSH,1400.105,1447.226,0.525707261,0.474292739,1374.687,1472.644,14,24
9/29/2013,2013,KC,NYG,1432.527,1489.45,0.511621644,0.488378356,1463.852,1458.125,31,7
9/30/2013,2013,NO,MIA,1576.677,1544.017,0.63695591,0.36304409,1598.167,1522.527,38,17
10/3/2013,2013,CLE,BUF,1447.301,1448.029,0.591453994,0.408546006,1468.252,1427.078,37,24
10/6/2013,2013,OAK,LAC,1374.687,1501.547,0.411905236,0.588094764,1403.707,1472.527,27,17
10/6/2013,2013,DAL,DEN,1499.249,1676.84,0.343411987,0.656588013,1490.191,1685.898,48,51
10/6/2013,2013,CIN,NE,1539.898,1675.286,0.400067012,0.599932988,1565.673,1649.511,13,6
10/6/2013,2013,ARI,CAR,1430.62,1527.161,0.454733138,0.545266862,1461.967,1495.814,22,6
10/6/2013,2013,NYG,PHI,1458.125,1379.551,0.695609787,0.304390213,1416.859,1420.816,21,36
10/6/2013,2013,SF,HOU,1587.855,1552.448,0.640604579,0.359395421,1611.679,1528.624,34,3
10/6/2013,2013,CHI,NO,1551.917,1598.167,0.526957254,0.473042746,1528.561,1621.523,18,26
10/6/2013,2013,TEN,KC,1510.911,1463.852,0.655897163,0.344102837,1479.085,1495.679,17,26
10/6/2013,2013,GB,DET,1589.841,1497.109,0.712586299,0.287413701,1603.996,1482.954,22,9
10/6/2013,2013,MIA,BAL,1522.527,1610.51,0.466972964,0.533027036,1509.714,1623.323,23,26
10/6/2013,2013,LAR,JAX,1413.998,1274.752,0.764179987,0.235820013,1425.686,1263.065,34,20
10/6/2013,2013,IND,SEA,1563.211,1663.268,0.449719445,0.550280555,1584.973,1641.505,34,28
10/7/2013,2013,ATL,NYJ,1547.308,1428.751,0.742047736,0.257952264,1529.519,1446.54,28,30
10/10/2013,2013,CHI,NYG,1528.561,1416.859,0.734422637,0.265577363,1538.129,1407.291,27,21
10/13/2013,2013,DEN,JAX,1685.898,1263.065,0.943116928,0.056883072,1688.536,1260.427,35,19
10/13/2013,2013,BUF,CIN,1427.078,1565.673,0.395644415,0.604355585,1416.463,1576.288,24,27
10/13/2013,2013,SEA,TEN,1641.505,1479.085,0.787368333,0.212631667,1649.52,1471.07,20,13
10/13/2013,2013,HOU,LAR,1528.624,1425.686,0.724467006,0.275532994,1477.515,1476.795,13,38
10/13/2013,2013,CLE,DET,1468.252,1482.954,0.571883162,0.428116838,1436.554,1514.652,17,31
10/13/2013,2013,TB,PHI,1424.774,1420.816,0.597955644,0.402044356,1394.095,1451.495,20,31
10/13/2013,2013,SF,ARI,1611.679,1461.967,0.774863784,0.225136216,1622.201,1451.444,32,20
10/13/2013,2013,KC,OAK,1495.679,1403.707,0.711689453,0.288310547,1511.235,1388.15,24,7
10/13/2013,2013,NE,NO,1649.511,1621.523,0.6307142,0.3692858,1659.334,1611.699,30,27
10/13/2013,2013,DAL,WSH,1490.191,1472.644,0.616608757,0.383391243,1510.682,1452.153,31,16
10/13/2013,2013,MIN,CAR,1495.528,1495.814,0.592068659,0.407931341,1455.778,1535.564,10,35
10/13/2013,2013,BAL,GB,1623.323,1603.996,0.619028144,0.380971856,1609.18,1618.14,17,19
10/13/2013,2013,NYJ,PIT,1446.54,1428.985,0.616619644,0.383380356,1412.725,1462.8,6,19
10/14/2013,2013,LAC,IND,1472.527,1584.973,0.432141023,0.567858977,1500.361,1557.14,19,9
10/17/2013,2013,ARI,SEA,1451.444,1649.52,0.317334832,0.682665168,1436.094,1664.87,22,34
10/20/2013,2013,TEN,SF,1471.07,1622.201,0.378525864,0.621474136,1451.341,1641.93,17,31
10/20/2013,2013,CAR,LAR,1535.564,1476.795,0.670947071,0.329052929,1552.838,1459.52,30,15
10/20/2013,2013,PHI,DAL,1451.495,1510.682,0.508364799,0.491635201,1423.889,1538.288,3,17
10/20/2013,2013,GB,CLE,1618.14,1436.554,0.805254237,0.194745763,1628.452,1426.241,31,13
10/20/2013,2013,ATL,TB,1529.519,1394.095,0.760192156,0.239807844,1539.178,1384.437,31,23
10/20/2013,2013,IND,DEN,1557.14,1688.536,0.405594923,0.594405077,1580.993,1664.683,39,33
10/20/2013,2013,PIT,BAL,1462.8,1609.18,0.384980584,0.615019416,1480.507,1591.473,19,16
10/20/2013,2013,JAX,LAC,1260.427,1500.361,0.26756716,0.73243284,1245.831,1514.957,6,24
10/20/2013,2013,WSH,CHI,1452.153,1538.129,0.469849733,0.530150267,1469.382,1520.899,45,41
10/20/2013,2013,NYJ,NE,1412.725,1659.334,0.260104509,0.739895491,1435.085,1636.974,30,27
10/20/2013,2013,MIA,BUF,1509.714,1416.463,0.713197792,0.286802208,1492.828,1433.348,21,23
10/20/2013,2013,DET,CIN,1514.652,1576.288,0.504841034,0.495158966,1500.634,1590.306,24,27
10/20/2013,2013,KC,HOU,1511.235,1477.515,0.638365738,0.361634262,1516.033,1472.717,17,16
10/21/2013,2013,NYG,MIN,1407.291,1455.778,0.52374624,0.47625376,1434.077,1428.993,23,7
10/24/2013,2013,TB,CAR,1384.437,1552.838,0.355437125,0.644562875,1364.445,1572.83,13,31
10/27/2013,2013,KC,CLE,1516.033,1426.241,0.709107712,0.290892288,1526.61,1415.665,23,17
10/27/2013,2013,NO,BUF,1611.699,1433.348,0.802317303,0.197682697,1622.181,1422.867,35,17
10/27/2013,2013,OAK,PIT,1388.15,1480.507,0.460711275,0.539288725,1403.291,1465.367,21,18
10/27/2013,2013,DEN,WSH,1664.683,1469.382,0.817337662,0.182662338,1675.198,1458.867,45,21
10/27/2013,2013,CIN,NYJ,1590.306,1435.085,0.78034774,0.21965226,1605.136,1420.256,49,9
10/27/2013,2013,ARI,ATL,1436.094,1539.178,0.445411178,0.554588822,1466.66,1508.612,27,13
10/27/2013,2013,MIN,GB,1428.993,1628.452,0.315612686,0.684387314,1413.294,1644.151,31,44
10/27/2013,2013,PHI,NYG,1423.889,1434.077,0.578232845,0.421767155,1397.829,1460.136,7,15
10/27/2013,2013,DET,DAL,1500.634,1538.288,0.539272993,0.460727007,1506.942,1531.98,31,30
10/27/2013,2013,NE,MIA,1636.974,1492.828,0.769225151,0.230774849,1647.081,1482.722,27,17
10/27/2013,2013,SF,JAX,1641.93,1245.831,0.907217917,0.092782083,1647.429,1240.332,42,10
10/28/2013,2013,LAR,SEA,1459.52,1664.87,0.308334005,0.691665995,1449.133,1675.257,9,14
10/31/2013,2013,MIA,CIN,1482.722,1605.136,0.418118593,0.581881407,1495.85,1592.008,22,20
11/3/2013,2013,SEA,TB,1675.257,1364.445,0.896909505,0.103090495,1677.698,1362.004,27,24
11/3/2013,2013,NE,PIT,1647.081,1465.367,0.80536976,0.19463024,1658.347,1454.1,55,31
11/3/2013,2013,DAL,MIN,1531.98,1413.294,0.74218985,0.25781015,1539.639,1405.635,27,23
11/3/2013,2013,BUF,KC,1422.867,1526.61,0.4444743,0.5555257,1401.919,1547.557,13,23
11/3/2013,2013,CAR,ATL,1572.83,1508.612,0.677834682,0.322165318,1592.42,1489.022,34,10
11/3/2013,2013,NYJ,NO,1420.256,1622.181,0.312554509,0.687445491,1448.786,1593.652,26,20
11/3/2013,2013,LAR,TEN,1449.133,1451.341,0.589393766,0.410606234,1423.901,1476.574,21,28
11/3/2013,2013,HOU,IND,1472.717,1580.993,0.438040926,0.561959074,1460.806,1592.904,24,27
11/3/2013,2013,WSH,LAC,1458.867,1514.957,0.51281971,0.48718029,1477.751,1496.073,30,24
11/3/2013,2013,OAK,PHI,1403.291,1397.829,0.600035224,0.399964776,1361.123,1439.997,20,49
11/3/2013,2013,CLE,BAL,1415.665,1591.473,0.345729969,0.654270031,1442.478,1564.659,24,18
11/4/2013,2013,GB,CHI,1644.151,1520.899,0.747187041,0.252812959,1610.169,1554.882,20,27
11/7/2013,2013,MIN,WSH,1405.635,1477.751,0.489760685,0.510239315,1426.924,1456.462,34,27
11/10/2013,2013,CHI,DET,1554.882,1506.942,0.657040862,0.342959138,1539.664,1522.16,19,21
11/10/2013,2013,GB,PHI,1610.169,1439.997,0.794743475,0.205256525,1561.973,1488.193,13,27
11/10/2013,2013,ARI,HOU,1466.66,1460.806,0.600576654,0.399423346,1477.389,1450.077,27,24
11/10/2013,2013,NO,DAL,1593.652,1539.639,0.664874653,0.335125347,1615.884,1517.406,49,17
11/10/2013,2013,TEN,JAX,1476.574,1240.332,0.849934618,0.150065382,1454.936,1261.97,27,29
11/10/2013,2013,IND,LAR,1592.904,1423.901,0.793643571,0.206356429,1531.909,1484.896,8,38
11/10/2013,2013,ATL,SEA,1489.022,1677.698,0.329171133,0.670828867,1469.213,1697.507,10,33
11/10/2013,2013,NYG,OAK,1460.136,1361.123,0.719934095,0.280065905,1468.526,1352.734,24,20
11/10/2013,2013,LAC,DEN,1496.073,1675.198,0.341423665,0.658576335,1481.809,1689.462,20,28
11/10/2013,2013,SF,CAR,1647.429,1592.42,0.666150947,0.333849053,1637.661,1602.187,9,10
11/10/2013,2013,PIT,BUF,1454.1,1401.919,0.662520797,0.337479203,1471.012,1385.008,23,10
11/10/2013,2013,BAL,CIN,1564.659,1592.008,0.553973029,0.446026971,1576.817,1579.85,20,17
11/11/2013,2013,TB,MIA,1362.004,1495.85,0.40219936,0.59780064,1379.114,1478.74,22,19
11/14/2013,2013,TEN,IND,1454.936,1531.909,0.482776285,0.517223715,1441.623,1545.222,27,30
11/17/2013,2013,NO,SF,1615.884,1637.661,0.561883971,0.438116029,1627.797,1625.748,23,20
11/17/2013,2013,CIN,CLE,1579.85,1442.478,0.762230426,0.237769574,1593.31,1429.017,41,20
11/17/2013,2013,CHI,BAL,1539.664,1576.817,0.53998946,0.46001054,1552.259,1564.223,23,20
11/17/2013,2013,PHI,WSH,1488.193,1456.462,0.635718375,0.364281625,1503.527,1441.128,24,16
11/17/2013,2013,TB,ATL,1379.114,1469.213,0.463942339,0.536057661,1407.734,1440.593,41,28
11/17/2013,2013,SEA,MIN,1697.507,1426.924,0.873445317,0.126554683,1704.295,1420.136,41,20
11/17/2013,2013,PIT,DET,1471.012,1522.16,0.519924075,0.480075925,1493.891,1499.281,37,27
11/17/2013,2013,DEN,KC,1689.462,1547.557,0.766927181,0.233072819,1699.679,1537.34,27,17
11/17/2013,2013,JAX,ARI,1261.97,1477.389,0.296112026,0.703887974,1247.341,1492.018,14,27
11/17/2013,2013,NYG,GB,1468.526,1561.973,0.459152713,0.540847287,1498.202,1532.296,27,13
11/17/2013,2013,MIA,LAC,1478.74,1481.809,0.588193766,0.411806234,1491.632,1468.917,20,16
11/17/2013,2013,HOU,OAK,1450.077,1352.734,0.717991684,0.282008316,1422.298,1380.513,23,28
11/17/2013,2013,BUF,NYJ,1385.008,1448.786,0.501758592,0.498241408,1416.659,1417.135,37,14
11/18/2013,2013,CAR,NE,1602.187,1658.347,0.512719038,0.487280962,1617.809,1642.725,24,20
11/21/2013,2013,ATL,NO,1440.593,1627.797,0.331044934,0.668955066,1430.498,1637.892,13,17
11/24/2013,2013,NE,DEN,1642.725,1699.679,0.511577055,0.488422945,1656.218,1686.186,34,31
11/24/2013,2013,MIA,CAR,1491.632,1617.809,0.412857968,0.587142032,1478.702,1630.739,16,20
11/24/2013,2013,DET,TB,1499.281,1407.734,0.711187203,0.288812797,1478.052,1428.963,21,24
11/24/2013,2013,HOU,JAX,1422.298,1247.341,0.799200271,0.200799729,1384.991,1284.648,6,13
11/24/2013,2013,GB,MIN,1532.296,1420.136,0.73493655,0.26506345,1525.131,1427.301,26,26
11/24/2013,2013,CLE,PIT,1429.017,1493.891,0.500181329,0.499818671,1400.673,1522.235,11,27
11/24/2013,2013,BAL,NYJ,1564.223,1417.135,0.77221779,0.22778221,1575.995,1405.362,19,3
11/24/2013,2013,ARI,IND,1492.018,1545.222,0.516969289,0.483030711,1524.7,1512.539,40,11
11/24/2013,2013,KC,LAC,1537.34,1468.917,0.683097734,0.316902266,1517.178,1489.079,38,41
11/24/2013,2013,LAR,CHI,1484.896,1552.259,0.496599422,0.503400578,1516.05,1521.105,42,21
11/24/2013,2013,NYG,DAL,1498.202,1517.406,0.565526688,0.434473312,1482.189,1533.419,21,24
11/24/2013,2013,OAK,TEN,1380.513,1441.623,0.505597926,0.494402074,1364.21,1457.926,19,23
11/25/2013,2013,WSH,SF,1441.128,1625.748,0.334347237,0.665652763,1421.524,1645.352,6,27
11/28/2013,2013,DET,GB,1478.052,1525.131,0.525767544,0.474232456,1510.359,1492.824,40,10
11/28/2013,2013,BAL,PIT,1575.995,1522.235,0.664550069,0.335449931,1582.988,1515.242,22,20
11/28/2013,2013,DAL,OAK,1533.419,1364.21,0.793837712,0.206162288,1541.168,1356.461,31,24
12/1/2013,2013,HOU,NE,1384.991,1656.218,0.233771186,0.766228814,1379.065,1662.144,31,34
12/1/2013,2013,LAC,CIN,1489.079,1593.31,0.443780781,0.556219219,1470.946,1611.443,10,17
12/1/2013,2013,PHI,ARI,1503.527,1524.7,0.562739696,0.437260304,1515.413,1512.814,24,21
12/1/2013,2013,KC,DEN,1517.178,1686.186,0.35463701,0.64536299,1503.095,1700.269,28,35
12/1/2013,2013,CLE,JAX,1400.673,1284.648,0.739247996,0.260752004,1374.744,1310.577,28,32
12/1/2013,2013,MIN,CHI,1427.301,1521.105,0.458642421,0.541357579,1442.51,1505.896,23,20
12/1/2013,2013,IND,TEN,1512.539,1457.926,0.665643795,0.334356205,1526.475,1443.991,22,14
12/1/2013,2013,SF,LAR,1645.352,1516.05,0.753708932,0.246291068,1656.205,1505.197,23,13
12/1/2013,2013,NYJ,MIA,1405.362,1478.702,0.48800008,0.51199992,1375.76,1508.305,3,23
12/1/2013,2013,BUF,ATL,1416.659,1430.498,0.573099012,0.426900988,1400.391,1446.766,31,34
12/1/2013,2013,WSH,NYG,1421.524,1482.189,0.506238243,0.493761757,1400.429,1503.285,17,24
12/1/2013,2013,CAR,TB,1630.739,1428.963,0.822836736,0.177163264,1640.507,1419.195,27,6
12/2/2013,2013,SEA,NO,1704.295,1637.892,0.680575206,0.319424794,1724.383,1617.804,34,7
12/5/2013,2013,JAX,HOU,1310.577,1379.065,0.494980533,0.505019467,1331.614,1358.029,27,20
12/8/2013,2013,TB,BUF,1419.195,1400.391,0.618317886,0.381682114,1441.925,1377.661,27,6
12/8/2013,2013,CIN,IND,1611.443,1526.475,0.70334657,0.29665343,1626.485,1511.433,42,28
12/8/2013,2013,WSH,KC,1400.429,1503.095,0.446005636,0.553994364,1369.001,1534.522,10,45
12/8/2013,2013,SF,SEA,1656.205,1724.383,0.495426618,0.504573382,1667.307,1713.28,19,17
12/8/2013,2013,NE,CLE,1662.144,1374.744,0.883765029,0.116234971,1663.533,1373.355,27,26
12/8/2013,2013,PIT,MIA,1515.242,1508.305,0.60207121,0.39792879,1491.019,1532.528,28,34
12/8/2013,2013,NYJ,OAK,1375.76,1356.461,0.618990131,0.381009869,1393.358,1338.863,37,27
12/8/2013,2013,ARI,LAR,1512.814,1505.197,0.603008651,0.396991349,1536.214,1481.796,30,10
12/8/2013,2013,LAC,NYG,1470.946,1503.285,0.546864988,0.453135012,1499.326,1474.904,37,14
12/8/2013,2013,GB,ATL,1492.824,1446.766,0.654595487,0.345404513,1497.382,1442.207,22,21
12/8/2013,2013,BAL,MIN,1582.988,1442.51,0.765455626,0.234544374,1588.935,1436.562,29,26
12/8/2013,2013,NO,CAR,1617.804,1640.507,0.560571334,0.439428666,1643.194,1615.118,31,13
12/8/2013,2013,DEN,TEN,1700.269,1443.991,0.864059558,0.135940442,1707.809,1436.451,51,28
12/8/2013,2013,PHI,DET,1515.413,1510.359,0.599471436,0.400528564,1536.437,1489.335,34,20
12/9/2013,2013,CHI,DAL,1505.896,1541.168,0.54267793,0.45732207,1531.98,1515.084,45,28
12/12/2013,2013,DEN,LAC,1707.809,1499.326,0.82839499,0.17160501,1668.466,1538.669,20,27
12/15/2013,2013,CAR,NYJ,1615.118,1393.358,0.838988776,0.161011224,1621.949,1386.527,30,20
12/15/2013,2013,MIN,PHI,1436.562,1536.437,0.449978729,0.550021271,1469.474,1503.525,48,30
12/15/2013,2013,CLE,CHI,1373.355,1531.98,0.368432147,0.631567853,1358.658,1546.677,31,38
12/15/2013,2013,TEN,ARI,1436.451,1536.214,0.450138302,0.549861698,1424.165,1548.501,34,37
12/15/2013,2013,OAK,KC,1338.863,1534.522,0.320356564,0.679643436,1319.158,1554.227,31,56
12/15/2013,2013,DAL,GB,1515.084,1497.382,0.616819666,0.383180334,1506.199,1506.267,36,37
12/15/2013,2013,ATL,WSH,1442.207,1369.001,0.689027712,0.310972288,1446.264,1364.945,27,26
12/15/2013,2013,NYG,SEA,1474.904,1713.28,0.269328435,0.730671565,1459.036,1729.149,0,23
12/15/2013,2013,JAX,BUF,1331.614,1377.661,0.527248536,0.472751464,1309.495,1399.779,20,27
12/15/2013,2013,IND,HOU,1511.433,1358.029,0.778549673,0.221450327,1524.066,1345.396,25,3
12/15/2013,2013,PIT,CIN,1491.019,1626.485,0.39995925,0.60004075,1520.748,1596.756,30,20
12/15/2013,2013,TB,SF,1441.925,1667.307,0.284299605,0.715700395,1426.049,1683.184,14,33
12/15/2013,2013,MIA,NE,1532.528,1663.533,0.406137673,0.593862327,1552.235,1643.826,24,20
12/15/2013,2013,LAR,NO,1481.796,1643.194,0.364725657,0.635274343,1514.815,1610.175,27,16
12/16/2013,2013,DET,BAL,1489.335,1588.935,0.450370556,0.549629444,1479.593,1598.678,16,18
12/22/2013,2013,CAR,NO,1621.949,1610.175,0.608722785,0.391277215,1634.119,1598.005,17,13
12/22/2013,2013,SEA,ARI,1729.149,1548.501,0.804406082,0.195593918,1691.489,1586.16,10,17
12/22/2013,2013,GB,PIT,1506.267,1520.748,0.572194604,0.427805396,1481.911,1545.104,31,38
12/22/2013,2013,HOU,DEN,1345.396,1668.466,0.184587527,0.815412473,1334.76,1679.102,13,37
12/22/2013,2013,DET,NYG,1479.593,1459.036,0.620696529,0.379303471,1461.687,1476.942,20,23
12/22/2013,2013,WSH,DAL,1364.945,1506.199,0.391990403,0.608009597,1359.693,1511.451,23,24
12/22/2013,2013,JAX,TEN,1309.495,1424.165,0.429002152,0.570997848,1295.991,1437.669,16,20
12/22/2013,2013,CIN,MIN,1596.756,1469.474,0.751544033,0.248455967,1612.144,1454.086,42,14
12/22/2013,2013,KC,IND,1554.227,1524.066,0.633622876,0.366377124,1516.7,1561.593,7,23
12/22/2013,2013,BAL,NE,1598.678,1643.826,0.528538274,0.471461726,1560.753,1681.751,7,41
12/22/2013,2013,PHI,CHI,1503.525,1546.677,0.531400421,0.468599579,1538.642,1511.561,54,11
12/22/2013,2013,BUF,MIA,1399.779,1552.235,0.376733254,0.623266746,1438.668,1513.347,19,0
12/22/2013,2013,LAC,OAK,1538.669,1319.158,0.837232222,0.162767778,1546.276,1311.551,26,13
12/22/2013,2013,LAR,TB,1514.815,1426.049,0.707887928,0.292112072,1527.909,1412.955,23,13
12/22/2013,2013,NYJ,CLE,1386.527,1358.658,0.630554635,0.369445365,1404.144,1341.041,24,13
12/23/2013,2013,SF,ATL,1683.184,1446.264,0.850431734,0.149568266,1689.491,1439.956,34,24
12/29/2013,2013,IND,JAX,1561.593,1295.991,0.870241767,0.129758233,1568.462,1289.122,30,10
12/29/2013,2013,ARI,SF,1586.16,1689.491,0.445059981,0.554940019,1574.032,1701.619,20,23
12/29/2013,2013,DAL,PHI,1511.451,1538.642,0.554197749,0.445802251,1499.061,1551.032,22,24
12/29/2013,2013,PIT,CLE,1545.104,1341.041,0.824747738,0.175252262,1553.346,1332.799,20,7
12/29/2013,2013,ATL,CAR,1439.956,1634.119,0.322234461,0.677765539,1435.737,1638.339,20,21
12/29/2013,2013,NE,BUF,1681.751,1438.668,0.854888459,0.145111541,1688.645,1431.774,34,20
12/29/2013,2013,CHI,GB,1511.561,1481.911,0.632939742,0.367060258,1487.86,1505.612,28,33
12/29/2013,2013,CIN,BAL,1612.144,1560.753,0.661503261,0.338496739,1630.728,1542.168,34,17
12/29/2013,2013,OAK,DEN,1311.551,1679.102,0.14910683,0.85089317,1303.569,1687.083,14,34
12/29/2013,2013,SEA,LAR,1691.489,1527.909,0.788484131,0.211515869,1702.773,1516.625,27,9
12/29/2013,2013,MIN,DET,1454.086,1461.687,0.581860399,0.418139601,1459.736,1456.038,14,13
12/29/2013,2013,TEN,HOU,1437.669,1334.76,0.724433682,0.275566318,1447.633,1324.796,16,10
12/29/2013,2013,MIA,NYJ,1513.347,1404.144,0.731607376,0.268392624,1471.411,1446.08,7,20
12/29/2013,2013,NO,TB,1598.005,1412.955,0.808362264,0.191637736,1609.218,1401.742,42,17
12/29/2013,2013,LAC,KC,1546.276,1516.7,0.63284077,0.36715923,1556.036,1506.94,27,24
12/29/2013,2013,NYG,WSH,1476.942,1359.693,0.740603877,0.259396123,1489.916,1346.719,20,6
1/4/2014,2013,IND,KC,1568.462,1506.94,0.674436319,0.325563681,1572.73,1502.672,45,44
1/4/2014,2013,PHI,NO,1551.032,1609.218,0.509804877,0.490195123,1539.795,1620.454,24,26
1/5/2014,2013,GB,SF,1505.612,1701.619,0.319920557,0.680079443,1497.24,1709.991,20,23
1/5/2014,2013,CIN,LAC,1630.728,1556.036,0.690857617,0.309142383,1588.084,1598.681,10,27
1/11/2014,2013,SEA,NO,1702.773,1620.454,0.700155056,0.299844944,1715.123,1608.105,23,15
1/11/2014,2013,NE,IND,1688.645,1572.73,0.739125919,0.260874081,1703.547,1557.828,43,22
1/12/2014,2013,DEN,LAC,1687.083,1598.681,0.707454456,0.292545544,1698.457,1587.307,24,17
1/12/2014,2013,CAR,SF,1638.339,1709.991,0.490428172,0.509571828,1612.531,1735.798,10,23
1/19/2014,2013,SEA,SF,1715.123,1735.798,0.563444965,0.436555035,1731.777,1719.144,23,17
1/19/2014,2013,DEN,NE,1698.457,1703.547,0.58537294,0.41462706,1717.814,1684.189,26,16
2/2/2014,2013,DEN,SEA,1717.814,1731.777,0.479916439,0.520083561,1683.635,1765.956,8,43
9/4/2014,2014,SEA,GB,1678.971,1499.827,0.803040312,0.196959688,1689.766,1489.032,36,16
9/7/2014,2014,MIA,NE,1482.607,1624.459,0.391170276,0.608829724,1515.905,1591.162,33,20
9/7/2014,2014,BAL,CIN,1529.779,1560.389,0.549330189,0.450669811,1506.57,1583.598,16,23
9/7/2014,2014,CHI,BUF,1493.573,1456.183,0.643228434,0.356771566,1474.868,1474.887,20,23
9/7/2014,2014,DEN,IND,1624.09,1540.218,0.702028492,0.297971508,1635.697,1528.612,31,24
9/7/2014,2014,PIT,CLE,1537.231,1390.199,0.772161082,0.227838918,1542.992,1384.438,30,27
9/7/2014,2014,LAR,MIN,1512.75,1474.824,0.643936191,0.356063809,1467.255,1520.319,6,34
9/7/2014,2014,DAL,SF,1501.041,1647.763,0.384514557,0.615485443,1482.616,1666.188,17,28
9/7/2014,2014,ATL,NO,1458.825,1573.737,0.428660942,0.571339058,1475.033,1557.528,37,34
9/7/2014,2014,KC,TEN,1503.448,1466.756,0.642305829,0.357694171,1465.288,1504.915,10,26
9/7/2014,2014,TB,CAR,1436.161,1576.688,0.392988268,0.607011732,1421.375,1591.474,14,20
9/7/2014,2014,PHI,JAX,1528.197,1361.082,0.791857968,0.208142032,1539.081,1350.198,34,17
9/7/2014,2014,HOU,WSH,1384.864,1399.479,0.572005773,0.427994227,1405.658,1378.685,17,6
9/7/2014,2014,NYJ,OAK,1465.72,1370.713,0.715260958,0.284739042,1475.232,1361.201,19,14
9/8/2014,2014,ARI,LAC,1551.021,1559.872,0.580108699,0.419891301,1556.697,1554.196,18,17
9/8/2014,2014,DET,NYG,1472.359,1494.944,0.56073865,0.43926135,1499.001,1468.302,35,14
9/11/2014,2014,BAL,PIT,1506.57,1542.992,0.541034547,0.458965453,1534.158,1515.404,26,6
9/14/2014,2014,OAK,HOU,1361.201,1405.658,0.529529349,0.470470651,1330.913,1435.946,14,30
