eventdate,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
11/8/2015,2015,MIN,LAR,1552.919,1499.193,0.664506362,0.335493638,1561.744,1490.367,21,18
11/8/2015,2015,BUF,MIA,1488.806,1473.357,0.61375003,0.38624997,1509.921,1452.243,33,17
11/8/2015,2015,NYJ,JAX,1480.965,1333.099,0.773004839,0.226995161,1488.382,1325.682,28,23
11/8/2015,2015,NE,WSH,1750.017,1376.454,0.925846489,0.074153511,1753.591,1372.88,27,10
11/8/2015,2015,TB,NYG,1376.563,1506.291,0.407911556,0.592088444,1355.102,1527.753,18,32
11/8/2015,2015,SF,ATL,1440.013,1515.844,0.484418508,0.515581492,1447.196,1508.661,17,16
11/8/2015,2015,IND,DEN,1500.307,1698.068,0.317727814,0.682272186,1520.439,1677.937,27,24
11/8/2015,2015,DAL,PHI,1504.212,1541.599,0.539655518,0.460344482,1482.943,1562.868,27,33
11/9/2015,2015,LAC,CHI,1439.709,1376.352,0.676752108,0.323247892,1419.783,1396.278,19,22
11/12/2015,2015,NYJ,BUF,1488.382,1509.921,0.562221013,0.437778987,1467.828,1530.474,17,22
11/15/2015,2015,TEN,CAR,1335.525,1651.257,0.191029715,0.808970285,1325.612,1661.171,10,27
11/15/2015,2015,WSH,NO,1372.88,1466.398,0.459050968,0.540949032,1411.533,1427.746,47,14
11/15/2015,2015,TB,DAL,1355.102,1482.943,0.41053785,0.58946215,1374.634,1463.411,10,6
11/15/2015,2015,BAL,JAX,1498.386,1325.682,0.797111437,0.202888563,1478.75,1345.318,20,22
11/15/2015,2015,PIT,CLE,1569.988,1363.268,0.826947714,0.173052286,1579.51,1353.746,30,9
11/15/2015,2015,PHI,MIA,1562.868,1452.243,0.73321235,0.26678765,1551.822,1463.289,19,20
11/15/2015,2015,GB,DET,1640.989,1405.514,0.849370371,0.150629629,1619.374,1427.129,16,18
11/15/2015,2015,LAR,CHI,1490.367,1396.278,0.714184063,0.285815937,1440.806,1445.839,13,37
11/15/2015,2015,OAK,MIN,1452.134,1561.744,0.436151701,0.563848299,1427.911,1585.967,14,30
11/15/2015,2015,DEN,KC,1677.937,1540.167,0.762645425,0.237354575,1630.334,1587.769,13,29
11/15/2015,2015,NYG,NE,1527.753,1753.591,0.283765261,0.716234739,1524.087,1757.257,26,27
11/15/2015,2015,SEA,ARI,1642.062,1616.99,0.626796322,0.373203678,1614.882,1644.171,32,39
11/16/2015,2015,CIN,HOU,1672.145,1449.919,0.839350317,0.160649683,1641.07,1480.994,6,10
11/19/2015,2015,JAX,TEN,1345.318,1325.612,0.619542634,0.380457366,1359.575,1311.354,19,13
11/22/2015,2015,CHI,DEN,1445.839,1630.334,0.334506854,0.665493146,1438.868,1637.306,15,17
11/22/2015,2015,PHI,TB,1551.822,1374.634,0.801253441,0.198746559,1491.186,1435.27,17,45
11/22/2015,2015,ATL,IND,1508.661,1520.439,0.575999511,0.424000489,1492.295,1536.805,21,24
11/22/2015,2015,HOU,NYJ,1480.994,1467.828,0.610629513,0.389370487,1496.632,1452.19,24,17
11/22/2015,2015,MIA,DAL,1463.289,1463.411,0.592296592,0.407703408,1434.02,1492.679,14,24
11/22/2015,2015,CAR,WSH,1661.171,1411.533,0.859506835,0.140493165,1669.448,1403.255,44,16
11/22/2015,2015,BAL,LAR,1478.75,1440.806,0.643960684,0.356039316,1488.181,1431.376,16,13
11/22/2015,2015,DET,OAK,1427.129,1427.911,0.591377755,0.408622245,1441.356,1413.684,18,13
11/22/2015,2015,LAC,KC,1419.783,1587.769,0.355984971,0.644015029,1396.427,1611.124,3,33
11/22/2015,2015,MIN,GB,1585.967,1619.374,0.545341772,0.454658228,1553.983,1651.358,13,30
11/22/2015,2015,SEA,SF,1614.882,1447.196,0.792399194,0.207600806,1625.52,1436.558,29,13
11/22/2015,2015,ARI,CIN,1644.171,1641.07,0.596768527,0.403231473,1655.015,1630.226,34,31
11/23/2015,2015,NE,BUF,1757.257,1530.474,0.84285673,0.15714327,1763.027,1524.704,20,13
11/26/2015,2015,DET,PHI,1441.356,1491.186,0.521818613,0.478181387,1474.274,1458.268,45,14
11/26/2015,2015,DAL,CAR,1492.679,1669.448,0.344479703,0.655520297,1473.038,1689.09,14,33
11/26/2015,2015,GB,CHI,1651.358,1438.868,0.831649305,0.168350695,1620.724,1469.501,13,17
11/29/2015,2015,TEN,OAK,1311.354,1413.684,0.446483959,0.553516041,1299.181,1425.856,21,24
11/29/2015,2015,WSH,NYG,1403.255,1524.087,0.420335865,0.579664135,1426.402,1500.94,20,14
11/29/2015,2015,NYJ,MIA,1452.19,1434.02,0.617456153,0.382543847,1473.897,1412.314,38,20
11/29/2015,2015,IND,TB,1536.805,1435.27,0.722851354,0.277148646,1550.403,1421.671,25,12
11/29/2015,2015,KC,BUF,1611.124,1524.704,0.705088146,0.294911854,1623.25,1512.579,30,22
11/29/2015,2015,ATL,MIN,1492.295,1553.983,0.504765684,0.495234316,1468.051,1578.227,10,20
11/29/2015,2015,JAX,LAC,1359.575,1396.427,0.54041995,0.45958005,1338.271,1417.732,25,31
11/29/2015,2015,HOU,NO,1496.632,1427.746,0.683674742,0.316325258,1514.191,1410.186,24,6
11/29/2015,2015,CIN,LAR,1630.226,1431.376,0.820368265,0.179631735,1640.552,1421.05,31,7
11/29/2015,2015,SF,ARI,1436.558,1655.015,0.292479403,0.707520597,1425.917,1665.656,13,19
11/29/2015,2015,SEA,PIT,1625.52,1579.51,0.654533003,0.345466997,1640.665,1564.365,39,30
11/29/2015,2015,DEN,NE,1637.306,1763.027,0.413493509,0.586506491,1660.779,1739.554,30,24
11/30/2015,2015,CLE,BAL,1353.746,1488.181,0.401384444,0.598615556,1338.602,1503.324,27,33
12/3/2015,2015,DET,GB,1474.274,1620.724,0.384885169,0.615114831,1462.328,1632.671,23,27
12/6/2015,2015,CLE,CIN,1338.602,1640.552,0.203592587,0.796407413,1325.533,1653.621,3,37
12/6/2015,2015,MIA,BAL,1412.314,1503.324,0.462637877,0.537362123,1424.262,1491.376,15,13
12/6/2015,2015,LAR,ARI,1421.05,1665.656,0.262329795,0.737670205,1405.436,1681.269,3,27
12/6/2015,2015,TEN,JAX,1299.181,1338.271,0.537219307,0.462780693,1311.863,1325.589,42,39
12/6/2015,2015,CHI,SF,1469.501,1425.917,0.651369079,0.348630921,1442.835,1452.583,20,26
12/6/2015,2015,NYG,NYJ,1500.94,1473.897,0.62944614,0.37055386,1482.726,1492.111,20,23
12/6/2015,2015,BUF,HOU,1512.579,1514.191,0.590222857,0.409777143,1530.921,1495.849,30,21
12/6/2015,2015,TB,ATL,1421.671,1468.051,0.526771314,0.473228686,1436.776,1452.946,23,19
12/6/2015,2015,MIN,SEA,1578.227,1640.665,0.503686665,0.496313335,1543.274,1675.619,7,38
12/6/2015,2015,OAK,KC,1425.856,1623.25,0.318186714,0.681813286,1409.601,1639.505,20,34
12/6/2015,2015,LAC,DEN,1417.732,1660.779,0.264069714,0.735930286,1404.501,1674.011,3,17
12/6/2015,2015,NE,PHI,1739.554,1458.268,0.880100613,0.119899387,1696.114,1501.707,28,35
12/6/2015,2015,NO,CAR,1410.186,1689.09,0.225949159,0.774050841,1404.477,1694.799,38,41
12/6/2015,2015,PIT,IND,1564.365,1550.403,0.611718173,0.388281827,1591.229,1523.539,45,10
12/7/2015,2015,WSH,DAL,1426.402,1473.038,0.526403646,0.473596354,1411.684,1487.756,16,19
12/10/2015,2015,ARI,MIN,1681.269,1543.274,0.762880279,0.237119721,1687.288,1537.255,23,20
12/13/2015,2015,BAL,SEA,1491.376,1675.619,0.334829827,0.665170173,1469.77,1697.224,6,35
12/13/2015,2015,CLE,SF,1325.533,1452.583,0.411640249,0.588359751,1358.324,1419.792,24,10
12/13/2015,2015,CHI,WSH,1442.835,1411.684,0.634944864,0.365055136,1424.426,1430.093,21,24
12/13/2015,2015,KC,LAC,1639.505,1404.501,0.849023403,0.150976597,1645.03,1398.975,10,3
12/13/2015,2015,PHI,BUF,1501.707,1530.921,0.551319265,0.448680735,1513.948,1518.68,23,20
12/13/2015,2015,LAR,DET,1405.436,1462.328,0.511667169,0.488332831,1425.671,1442.093,21,14
12/13/2015,2015,CIN,PIT,1653.621,1591.229,0.675534704,0.324465296,1615.774,1629.076,20,33
12/13/2015,2015,NYJ,TEN,1492.111,1311.863,0.804043914,0.195956086,1503.167,1300.807,30,8
12/13/2015,2015,JAX,IND,1325.589,1523.539,0.317491668,0.682508332,1377.651,1471.477,51,16
12/13/2015,2015,TB,NO,1436.776,1404.477,0.636475528,0.363524472,1409.081,1432.172,17,24
12/13/2015,2015,CAR,ATL,1694.799,1452.946,0.854008123,0.145991877,1704.187,1443.558,38,0
12/13/2015,2015,DEN,OAK,1674.011,1409.601,0.869464764,0.130535236,1645.659,1437.953,12,15
12/13/2015,2015,GB,DAL,1632.671,1487.756,0.770010352,0.229989648,1645.651,1474.776,28,7
12/13/2015,2015,HOU,NE,1495.849,1696.114,0.314611599,0.685388401,1477.526,1714.437,6,27
12/14/2015,2015,MIA,NYG,1424.262,1482.726,0.509404382,0.490595618,1403.013,1503.975,24,31
12/17/2015,2015,LAR,TB,1425.671,1409.081,0.615305581,0.384694419,1441.972,1392.78,31,23
12/19/2015,2015,DAL,NYJ,1474.776,1503.167,0.552490179,0.447509821,1459.198,1518.745,16,19
12/20/2015,2015,MIN,CHI,1537.255,1424.426,0.735685398,0.264314602,1552.373,1409.308,38,17
12/20/2015,2015,IND,HOU,1471.477,1477.526,0.584033149,0.415966851,1448.122,1500.881,10,16
12/20/2015,2015,NYG,CAR,1503.975,1704.187,0.314677018,0.685322982,1495.755,1712.407,35,38
12/20/2015,2015,NE,TEN,1714.437,1300.807,0.940207162,0.059792838,1717.276,1297.968,33,16
12/20/2015,2015,WSH,BUF,1430.093,1518.68,0.466107564,0.533892436,1455.975,1492.798,35,25
12/20/2015,2015,BAL,KC,1469.77,1645.03,0.346443869,0.653556131,1449.682,1665.118,14,34
12/20/2015,2015,JAX,ATL,1377.651,1443.558,0.49869396,0.50130604,1358.251,1462.959,17,23
12/20/2015,2015,SEA,CLE,1697.224,1358.324,0.910929424,0.089070576,1701.575,1353.974,30,13
12/20/2015,2015,OAK,GB,1437.953,1645.651,0.305459338,0.694540662,1424.196,1659.408,20,30
12/20/2015,2015,SF,CIN,1419.792,1615.774,0.319952209,0.680047791,1405.31,1630.256,14,24
12/20/2015,2015,PIT,DEN,1629.076,1645.659,0.569230547,0.430769453,1646.606,1628.13,34,27
12/20/2015,2015,LAC,MIA,1398.975,1403.013,0.586842053,0.413157947,1421.755,1380.233,30,14
12/20/2015,2015,PHI,ARI,1513.948,1687.288,0.348951047,0.651048953,1492.81,1708.427,17,40
12/21/2015,2015,NO,DET,1432.172,1442.093,0.57860757,0.42139243,1406.092,1468.173,27,35
12/24/2015,2015,OAK,LAC,1424.196,1421.755,0.59585426,0.40414574,1435.068,1410.883,23,20
12/26/2015,2015,PHI,WSH,1492.81,1455.975,0.642494506,0.357505494,1456.323,1492.462,24,38
12/27/2015,2015,MIA,IND,1380.233,1448.122,0.495842491,0.504157509,1360.961,1467.394,12,18
12/27/2015,2015,KC,CLE,1665.118,1353.974,0.89708637,0.10291363,1667.947,1351.145,17,13
12/27/2015,2015,NYJ,NE,1518.745,1717.276,0.316767837,0.683232163,1547.053,1688.967,26,20
12/27/2015,2015,BUF,DAL,1492.798,1459.198,0.638206038,0.361793962,1509.405,1442.592,16,6
12/27/2015,2015,BAL,PIT,1449.682,1646.606,0.318773307,0.681226693,1469.774,1626.513,20,17
12/27/2015,2015,TEN,HOU,1297.968,1500.881,0.311333573,0.688666427,1278.238,1520.612,6,34
12/27/2015,2015,TB,CHI,1392.78,1409.308,0.56930795,0.43069205,1371.919,1430.169,21,26
12/27/2015,2015,ATL,CAR,1462.959,1712.407,0.256971901,0.743028099,1496.688,1678.677,20,13
12/27/2015,2015,DET,SF,1468.173,1405.31,0.676128181,0.323871819,1485.145,1388.337,32,17
12/27/2015,2015,NO,JAX,1406.092,1358.251,0.656913513,0.343086487,1422.311,1342.032,38,27
12/27/2015,2015,SEA,LAR,1701.575,1441.972,0.866292222,0.133707778,1662.025,1481.522,17,23
12/27/2015,2015,ARI,GB,1708.427,1659.408,0.658439397,0.341560603,1730.729,1637.105,38,8
12/27/2015,2015,MIN,NYG,1552.373,1495.755,0.668206845,0.331793155,1574.36,1473.768,49,17
12/28/2015,2015,DEN,CIN,1628.13,1630.256,0.589507395,0.410492605,1639.195,1619.191,20,17
1/3/2016,2015,ATL,NO,1496.688,1422.311,0.690470125,0.309529875,1476.249,1442.75,17,20
1/3/2016,2015,CLE,PIT,1351.145,1626.513,0.229528209,0.770471791,1339.274,1638.384,12,28
1/3/2016,2015,HOU,JAX,1520.612,1342.032,0.802526091,0.197473909,1532.057,1330.586,30,6
1/3/2016,2015,NYG,PHI,1473.768,1456.323,0.616471106,0.383528894,1450.817,1479.274,30,35
1/3/2016,2015,CIN,BAL,1619.191,1469.774,0.774567059,0.225432941,1628.218,1460.747,24,16
1/3/2016,2015,DAL,WSH,1442.592,1492.462,0.52175981,0.47824019,1416.482,1518.572,23,34
1/3/2016,2015,CHI,DET,1430.169,1485.145,0.514421096,0.485578904,1413.535,1501.78,20,24
1/3/2016,2015,MIA,NE,1360.961,1688.967,0.180348996,0.819651004,1405.607,1644.321,20,10
1/3/2016,2015,IND,TEN,1467.394,1278.238,0.81199728,0.18800272,1473.953,1271.679,30,24
1/3/2016,2015,BUF,NYJ,1509.405,1547.053,0.539281401,0.460718599,1525.712,1530.746,22,17
1/3/2016,2015,ARI,SEA,1730.729,1662.025,0.683448494,0.316551506,1680.753,1712.001,6,36
1/3/2016,2015,SF,LAR,1388.337,1481.522,0.459528425,0.540471575,1403.517,1466.342,19,16
1/3/2016,2015,DEN,LAC,1639.195,1410.883,0.844018339,0.155981661,1644.919,1405.159,27,20
1/3/2016,2015,CAR,TB,1678.677,1371.919,0.894731437,0.105268563,1684.742,1365.855,38,10
1/3/2016,2015,KC,OAK,1667.947,1435.068,0.847448956,0.152551044,1673.176,1429.839,23,17
1/3/2016,2015,GB,MIN,1637.105,1574.36,0.675980854,0.324019146,1607.259,1604.206,13,20
1/9/2016,2015,HOU,KC,1532.057,1673.176,0.39217521,0.60782479,1506.023,1699.21,0,30
1/9/2016,2015,CIN,PIT,1628.218,1638.384,0.578263099,0.421736901,1615.187,1651.415,16,18
1/10/2016,2015,MIN,SEA,1604.206,1712.001,0.438722548,0.561277452,1598.24,1717.967,9,10
1/10/2016,2015,WSH,GB,1518.572,1607.259,0.465964828,0.534035172,1491.923,1633.908,18,35
1/16/2016,2015,NE,KC,1644.321,1699.21,0.514546672,0.485453328,1664.418,1679.113,27,20
1/16/2016,2015,ARI,GB,1680.753,1633.908,0.655618698,0.344381302,1693.507,1621.154,26,20
1/17/2016,2015,CAR,SEA,1684.742,1717.967,0.545600285,0.454399715,1703.37,1699.338,31,24
1/17/2016,2015,DEN,PIT,1644.919,1651.415,0.583407021,0.416592979,1661.795,1634.538,23,16
1/24/2016,2015,CAR,ARI,1703.37,1693.507,0.606100017,0.393899983,1730.458,1666.42,49,15
1/24/2016,2015,DEN,NE,1661.795,1664.418,0.588815751,0.411184249,1670.581,1655.633,20,18
2/7/2016,2015,DEN,CAR,1670.581,1730.458,0.414673393,0.585326607,1703.17,1697.869,24,10
9/8/2016,2016,DEN,CAR,1637.113,1633.579,0.59736859,0.40263141,1642.526,1628.166,21,20
9/11/2016,2016,TEN,MIN,1349.453,1567.16,0.293373761,0.706626239,1336.819,1579.793,16,25
9/11/2016,2016,NO,OAK,1463.5,1454.893,0.604372518,0.395627482,1454.832,1463.561,34,35
9/11/2016,2016,NYJ,CIN,1522.164,1578.458,0.512526019,0.487473981,1515.031,1585.591,22,23
9/11/2016,2016,ATL,TB,1485.833,1412.236,0.689509134,0.310490866,1455.229,1442.84,24,31
9/11/2016,2016,KC,LAC,1621.075,1438.44,0.806200248,0.193799752,1627.855,1431.66,33,27
9/11/2016,2016,BAL,BUF,1475.498,1518.808,0.531174279,0.468825721,1493.566,1500.74,13,7
9/11/2016,2016,HOU,CHI,1505.682,1444.023,0.674609727,0.325390273,1519.851,1429.854,23,14
9/11/2016,2016,PHI,CLE,1487.849,1394.516,0.713294764,0.286705236,1503.874,1378.491,29,10
9/11/2016,2016,JAX,GB,1388.724,1582.436,0.322801941,0.677198059,1378.908,1592.252,23,27
9/11/2016,2016,SEA,MIA,1634.559,1438.738,0.817783751,0.182216249,1638.138,1435.159,12,10
9/11/2016,2016,DAL,NYG,1445.988,1468.878,0.560306026,0.439693974,1438.069,1476.797,19,20
9/11/2016,2016,IND,DET,1484.302,1502.853,0.566449924,0.433550076,1465.675,1521.48,35,39
9/11/2016,2016,ARI,NE,1612.613,1605.422,0.602422106,0.397577894,1598.928,1619.107,21,23
9/12/2016,2016,WSH,PIT,1496.282,1591.359,0.456823971,0.543176029,1468.021,1619.62,16,38
9/12/2016,2016,SF,LAR,1437.345,1479.228,0.533218407,0.466781593,1468.454,1448.119,28,0
9/15/2016,2016,BUF,NYJ,1500.74,1515.031,0.572463451,0.427536549,1477.935,1537.835,31,37
9/18/2016,2016,DET,TEN,1521.48,1336.819,0.808014752,0.191985248,1508.844,1349.455,15,16
9/18/2016,2016,PIT,CIN,1619.62,1585.591,0.638775091,0.361224909,1634.81,1570.401,24,16
9/18/2016,2016,CAR,SF,1628.166,1468.454,0.784747483,0.215252517,1639.868,1456.752,46,27
9/18/2016,2016,NE,MIA,1619.107,1435.159,0.80737818,0.19262182,1626.304,1427.962,31,24
9/18/2016,2016,CLE,BAL,1378.491,1493.566,0.42843172,0.57156828,1363.48,1508.577,20,25
9/18/2016,2016,NYG,NO,1476.797,1454.832,0.622603436,0.377396564,1486.863,1444.766,16,13
9/18/2016,2016,WSH,DAL,1468.021,1438.069,0.633343587,0.366656413,1446.715,1459.375,23,27
9/18/2016,2016,HOU,KC,1519.851,1627.855,0.438427302,0.561572698,1543.672,1604.034,19,12
9/18/2016,2016,ARI,TB,1598.928,1442.84,0.781201216,0.218798784,1612.95,1428.818,40,7
9/18/2016,2016,LAR,SEA,1448.119,1638.138,0.327466309,0.672533691,1475.87,1610.387,9,3
9/18/2016,2016,OAK,ATL,1463.561,1455.229,0.603993578,0.396006422,1437.576,1481.215,28,35
9/18/2016,2016,DEN,IND,1642.526,1465.675,0.800943965,0.199056035,1652.239,1455.962,34,20
9/18/2016,2016,LAC,JAX,1431.66,1378.908,0.663255965,0.336744035,1452.238,1358.33,38,14
9/18/2016,2016,MIN,GB,1579.793,1592.252,0.5750418,0.4249582,1591.301,1580.745,17,14
9/19/2016,2016,CHI,PHI,1429.854,1503.874,0.487022225,0.512977775,1402.958,1530.77,14,29
9/22/2016,2016,NE,HOU,1626.304,1543.672,0.700533048,0.299466952,1645.007,1524.969,27,0
9/25/2016,2016,CIN,DEN,1570.401,1652.239,0.475786988,0.524213012,1546.179,1676.461,17,29
9/25/2016,2016,GB,DET,1580.745,1508.844,0.687414893,0.312585107,1592.983,1496.606,34,27
9/25/2016,2016,BUF,ARI,1477.935,1612.95,0.400583535,0.599416465,1512.267,1578.618,33,18
9/25/2016,2016,MIA,CLE,1427.962,1363.48,0.678166505,0.321833495,1439.791,1351.651,30,24
9/25/2016,2016,NYG,WSH,1486.863,1446.715,0.646863562,0.353136438,1471.936,1461.641,27,29
9/25/2016,2016,TEN,OAK,1349.455,1437.576,0.466775152,0.533224848,1330.244,1456.786,10,17
9/25/2016,2016,CAR,MIN,1639.868,1591.301,0.657853481,0.342146519,1604.284,1626.885,10,22
9/25/2016,2016,JAX,BAL,1358.33,1508.577,0.37972382,0.62027618,1350.298,1516.609,17,19
9/25/2016,2016,SEA,SF,1610.387,1456.752,0.778779104,0.221220896,1622.443,1444.696,37,18
9/25/2016,2016,TB,LAR,1428.818,1475.87,0.525806831,0.474193169,1409.821,1494.867,32,37
9/25/2016,2016,PHI,PIT,1530.77,1634.81,0.444052531,0.555947469,1570.001,1595.578,34,3
9/25/2016,2016,IND,LAC,1455.962,1452.238,0.597632556,0.402367444,1468.522,1439.678,26,22
9/25/2016,2016,KC,NYJ,1604.034,1537.835,0.680319144,0.319680856,1622.685,1519.185,24,3
9/25/2016,2016,DAL,CHI,1459.375,1402.958,0.66795089,0.33204911,1476.418,1385.915,31,17
9/26/2016,2016,NO,ATL,1444.766,1481.215,0.540996249,0.459003751,1415.836,1510.145,32,45
9/29/2016,2016,CIN,MIA,1546.179,1439.791,0.72841376,0.27158624,1560.151,1425.82,22,7
10/2/2016,2016,JAX,IND,1350.298,1468.522,0.336138976,0.663861024,1369.75,1449.07,30,27
10/2/2016,2016,ATL,CAR,1510.145,1604.284,0.458163411,0.541836589,1540.594,1573.835,48,33
10/2/2016,2016,BAL,OAK,1516.609,1456.786,0.672285386,0.327714614,1506.729,1466.667,27,28
10/2/2016,2016,HOU,TEN,1524.969,1330.244,0.816842669,0.183157331,1531.782,1323.431,27,20
10/2/2016,2016,NYJ,SEA,1519.185,1622.443,0.445162747,0.554837253,1498.201,1643.428,17,27
10/2/2016,2016,CHI,DET,1385.915,1496.606,0.434621333,0.565378667,1401.923,1480.598,17,14
10/2/2016,2016,WSH,CLE,1461.641,1351.651,0.732495988,0.267504012,1473.956,1339.336,31,20
10/2/2016,2016,NE,BUF,1645.007,1512.267,0.757364106,0.242635894,1597.853,1559.42,0,16
10/2/2016,2016,TB,DEN,1409.821,1676.461,0.238533471,0.761466529,1396.516,1689.766,7,27
10/2/2016,2016,LAC,NO,1439.678,1415.836,0.625138614,0.374861386,1430.647,1424.867,34,35
10/2/2016,2016,ARI,LAR,1578.618,1494.867,0.701882965,0.298117035,1554.387,1519.098,13,17
10/2/2016,2016,SF,DAL,1444.696,1476.418,0.547744034,0.452255966,1421.566,1499.548,17,24
10/2/2016,2016,PIT,KC,1595.578,1622.685,0.554318026,0.445681974,1625.382,1592.881,43,14
10/3/2016,2016,MIN,NYG,1626.885,1471.936,0.780078971,0.219921029,1637.714,1461.108,24,10
10/6/2016,2016,SF,ARI,1421.566,1554.387,0.403618238,0.596381762,1401.48,1574.473,21,33
10/9/2016,2016,PIT,NYJ,1625.382,1498.201,0.751435712,0.248564288,1638.844,1484.739,31,13
10/9/2016,2016,IND,CHI,1449.07,1401.923,0.656012139,0.343987861,1461.808,1389.185,29,23
10/9/2016,2016,DET,PHI,1480.598,1570.001,0.464938024,0.535061976,1488.099,1562.501,24,23
10/9/2016,2016,CLE,NE,1339.336,1597.853,0.247131318,0.752868682,1325.505,1611.684,13,33
10/9/2016,2016,BAL,WSH,1506.729,1473.956,0.637106192,0.362893808,1480.781,1499.904,10,16
10/9/2016,2016,MIA,TEN,1425.82,1323.431,0.723835604,0.276164396,1384.469,1364.782,17,30
10/9/2016,2016,MIN,HOU,1637.714,1531.782,0.727893101,0.272106899,1652.582,1516.914,31,13
10/9/2016,2016,DEN,ATL,1689.766,1540.594,0.774321856,0.225678144,1654.09,1576.27,16,23
10/9/2016,2016,DAL,CIN,1499.548,1560.151,0.506328113,0.493671887,1526.233,1533.466,28,14
10/9/2016,2016,OAK,LAC,1466.667,1430.647,0.641415877,0.358584123,1476.172,1421.142,34,31
10/9/2016,2016,LAR,BUF,1519.098,1559.42,0.535454683,0.464545317,1492.185,1586.333,19,30
10/9/2016,2016,GB,NYG,1592.983,1461.108,0.756448391,0.243551609,1602.28,1451.811,23,16
10/10/2016,2016,CAR,TB,1573.835,1396.516,0.801373077,0.198626923,1548.866,1421.485,14,17
10/13/2016,2016,LAC,DEN,1421.142,1654.09,0.275521018,0.724478982,1455.61,1619.622,21,13
10/16/2016,2016,DET,LAR,1488.099,1492.185,0.586773862,0.413226138,1499.247,1481.037,31,28
10/16/2016,2016,WSH,PHI,1499.904,1562.501,0.503459056,0.496540944,1520.532,1541.873,27,20
10/16/2016,2016,CHI,JAX,1389.185,1369.75,0.619174662,0.380825338,1380.258,1378.676,16,17
10/16/2016,2016,NYG,BAL,1451.811,1480.781,0.551666239,0.448333761,1466.01,1466.582,27,23
10/16/2016,2016,TEN,CLE,1364.782,1325.505,0.645717203,0.354282797,1372.214,1318.073,28,26
10/16/2016,2016,BUF,SF,1586.333,1401.48,0.808187072,0.191812928,1598.051,1389.763,45,16
10/16/2016,2016,MIA,PIT,1384.469,1638.844,0.251593825,0.748406175,1429.878,1593.434,30,15
10/16/2016,2016,NE,CIN,1611.684,1533.466,0.695175387,0.304824613,1628.538,1516.613,35,17
10/16/2016,2016,NO,CAR,1424.867,1548.866,0.415900974,0.584099026,1441.508,1532.225,41,38
10/16/2016,2016,OAK,KC,1476.172,1592.881,0.426130046,0.573869954,1452.581,1616.473,10,26
10/16/2016,2016,GB,DAL,1602.28,1526.233,0.692521528,0.307478472,1562.203,1566.31,16,30
10/16/2016,2016,SEA,ATL,1643.428,1576.27,0.681518979,0.318481021,1650.029,1569.669,26,24
10/16/2016,2016,HOU,IND,1516.914,1461.808,0.66627434,0.33372566,1525.687,1453.034,26,23
10/17/2016,2016,ARI,NYJ,1574.473,1484.739,0.709039295,0.290960705,1592.187,1467.025,28,3
10/20/2016,2016,GB,CHI,1562.203,1380.258,0.805577787,0.194422213,1572.108,1370.353,26,10
10/23/2016,2016,LAR,NYG,1481.037,1466.01,0.521612746,0.478387254,1459.195,1487.852,10,17
10/23/2016,2016,MIA,BUF,1429.878,1598.051,0.355738153,0.644261847,1448.62,1579.309,28,25
10/23/2016,2016,TEN,IND,1372.214,1453.034,0.477248426,0.522751574,1351.391,1473.857,26,34
10/23/2016,2016,PHI,MIN,1541.873,1652.582,0.434595309,0.565404691,1570.568,1623.887,21,10
10/23/2016,2016,JAX,OAK,1378.676,1452.581,0.487187954,0.512812046,1350.626,1480.63,16,33
10/23/2016,2016,DET,WSH,1499.247,1520.532,0.562580472,0.437419528,1511.139,1508.641,20,17
10/23/2016,2016,NYJ,BAL,1467.025,1466.582,0.593082098,0.406917902,1484.39,1449.217,24,16
10/23/2016,2016,KC,NO,1616.473,1441.508,0.7992075,0.2007925,1623.519,1434.462,27,21
10/23/2016,2016,CIN,CLE,1516.613,1318.073,0.820104848,0.179895152,1525.314,1309.372,31,17
10/23/2016,2016,SF,TB,1389.763,1421.485,0.547744709,0.452255291,1357.613,1453.635,17,34
10/23/2016,2016,ATL,LAC,1569.669,1455.61,0.737060356,0.262939644,1547.422,1477.856,30,33
10/23/2016,2016,PIT,NE,1593.434,1628.538,0.542918658,0.457081342,1566.081,1655.892,16,27
10/23/2016,2016,ARI,SEA,1592.187,1650.029,0.510299957,0.489700043,1591.873,1650.343,6,6
10/24/2016,2016,DEN,HOU,1619.622,1525.687,0.714001938,0.285998062,1635.329,1509.98,27,9
10/27/2016,2016,TEN,JAX,1351.391,1350.626,0.593529133,0.406470867,1372.767,1329.25,36,22
10/30/2016,2016,CIN,WSH,1525.314,1508.641,0.523976052,0.476023948,1524.583,1509.372,27,27
10/30/2016,2016,IND,KC,1473.857,1623.519,0.380517711,0.619482289,1453.094,1644.281,14,30
10/30/2016,2016,CLE,NYJ,1309.372,1484.39,0.3467586,0.6532414,1300.216,1493.547,28,31
10/30/2016,2016,TB,OAK,1453.635,1480.63,0.554476306,0.445523694,1431.676,1502.589,24,30
10/30/2016,2016,NO,SEA,1434.462,1650.343,0.295557999,0.704442001,1461.565,1623.24,25,20
10/30/2016,2016,BUF,NE,1579.309,1655.892,0.483337531,0.516662469,1552.064,1683.136,25,41
10/30/2016,2016,HOU,DET,1509.98,1511.139,0.590855217,0.409144783,1526.516,1494.603,20,13
10/30/2016,2016,CAR,ARI,1532.225,1591.873,0.50770125,0.49229875,1555.777,1568.321,30,20
